Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.2054279167,-0.8567449452766667,2.9390523552857144,0.9718593933338094,8.401643677666666
0.2153739167,-0.32164631844809527,2.1135141319999997,-0.46465985066619053,9.51641057657143
0.2253199167,0.20373402016333333,1.3627628553809525,-1.3179802279995239,10.155071345714285
0.2352659167,0.5627884995442857,0.7488868500952381,-1.8469733034757145,10.445496171523809
0.2452119167,0.6850206376709524,0.3007083231428572,-2.3482734226661903,10.455685580857143
0.2551579167,0.6136098110957142,-0.004139411238095174,-2.913383370951905,10.39418844652381
0.2651039167,0.47492354547666676,-0.11938040251428567,-3.3498831705233334,10.321553338571428
0.2750499167,0.2428437346671429,-0.07990562689523806,-3.5967482578138097,10.378243707619047
0.2849959166,-0.05881891695190477,0.05094233477142861,-3.707574907575714,10.588685470142858
0.2949429167,-0.35546969028523806,0.18739824958095244,-3.7239562720042856,10.845853208
0.3048889167,-0.6397208024280951,0.024764155380952415,-3.6226661525280948,11.05527578595238
0.3148347917,-0.867145610047143,-0.6082308806666665,-3.405652479432857,11.431808434428572
0.3247807916,-0.9929880627138095,-1.6132481351428571,-3.265352493670952,12.044335814190477
0.3347267917,-0.9227609074757143,-2.825625226047619,-3.2043706425757144,12.750037955714287
0.3446727917,-0.5138888538090475,-3.6802790466666666,-3.079806238099524,13.170638079380954
0.3546187917,-0.04540567561857137,-4.117905242761904,-2.8035097476899997,13.33311611861905
0.3645647917,0.30582896723857145,-4.419021061371429,-2.5625366629523807,13.349330710619048
0.3745107917,0.4870837354290477,-4.626153831038095,-2.3366423918619046,13.29043128638095
0.3844567917,0.4675224810666667,-4.727664696847619,-1.971588509147619,13.351928715952381
0.3944037917,0.26387694206666673,-4.7440384320857145,-1.3752974481000002,13.529102098142857
0.4043497917,-0.09175209217142856,-4.5809468628904755,-0.32734339314761923,13.329747591476192
0.4142957916,-0.7219167417428571,-4.169831357842857,1.5700538339952377,12.178423358714285
0.4242417917,-1.501350198552381,-3.6316000294619046,3.095711291138095,11.170206418
0.4341877917,-2.1877166980285714,-3.119131366604762,3.9559000307095236,10.573580922666666
0.4441337917,-2.629419586790476,-2.7068296007,4.431948350471428,10.254211478142858
0.4540797917,-2.8165693716476192,-2.393083128033333,4.827207932995238,10.146734953285714
0.4640257917,-2.786853299647619,-2.1992749934285714,5.311200349519048,10.115883725095237
0.4739717917,-2.553679370342857,-2.212042416647619,5.687865688757142,10.079645046190477
0.4839177917,-2.1601092294380955,-2.406228225695238,5.8533904236190475,9.873912906000001
0.4938647917,-1.6661233088190477,-2.7264826772666666,5.905039102238095,9.51347058895238
0.5038107916,-1.125340917104762,-3.0437975664285712,5.858873845,9.119726670333334
0.5137567917,-0.5641623582476191,-3.030452828114285,5.650600116523809,8.777152019190478
0.5237027917,-0.06007499667619044,-2.541143928209524,5.25539737035238,8.242611474523809
0.5336487917,0.3560370237047619,-1.6529958361142854,4.856857666923809,7.516525420238095
0.5435947917,0.5900933187047619,-0.6046309445904761,4.450831884685714,6.78678419847619
0.5535407917,0.5179936970857144,0.1277740803142859,3.9667624380666666,6.4360499764285715
0.5634867917,0.3553363671809524,0.42557115855238115,3.3729750433523806,6.334663199333333
0.5734327917,0.23066529970476196,0.5539874859714288,2.8911838807809525,6.294846791428571
0.5833787917,0.1733787914666667,0.5493126648761907,2.5130284760666664,6.2443605282380945
0.5933257916,0.19217245955523815,0.43573125263333357,2.1317719170190474,6.015837403190476
0.6032717917,0.2800803350076191,0.3884389724523811,1.7132581823666666,5.650996187857143
0.6132177917,0.4161775440076191,0.45910619330476216,1.2702616250285714,5.254988609761905
0.6231637917,0.5750150410552382,0.6509242976857145,0.8522425352571427,4.9010462636190475
0.6331097917,0.7066699323409524,0.9197994880190477,0.44243944823333325,4.629681293761904
0.6430557917,0.8329168661647619,1.216432079352381,0.013461785328571367,4.449002997238095
0.6530017917,0.9761392415790476,1.5147269226857145,-0.412806612004762,4.349628741571429
0.6629477917,1.1375558619123811,1.7407272929238096,-0.8337710557190476,4.274522936190476
0.6728937917,1.2937909930076192,1.8441803809857145,-1.2302431001,4.197879393238095
0.6828397917,1.411324858512381,1.8228750205285713,-1.6046065297666667,4.158065813809524
0.6927867917,1.5053527082742857,1.7250336445428576,-1.9996255271952383,4.210180940190476
0.7027327917,1.6179738685123808,1.6148938755904763,-2.4624110114333333,4.356162844904762
0.7126787917,1.743158989750476,1.5301938383714289,-2.9576667384809525,4.590578359714286
0.7226247917,1.8627282571314285,1.4284539288285716,-3.4131775068142853,4.887212610142858
0.7325707917,1.9674452765600001,1.2759426178761908,-3.7388928470714284,5.161105149000001
0.7425167917,2.0264534139409527,1.0860050894,-3.8647259302619044,5.299403678666667
0.7524627917,1.9984604119885718,0.8985447755904763,-3.7900225435,5.2524877279523805
0.7624087917,1.8850731481314287,0.6536778350666668,-3.569548328071429,5.074898618952381
0.7723547917,1.7558216155838093,0.36562530878095256,-3.2882576611666665,4.8781616236190475
0.7823007917,1.702051434917143,0.09893408130476208,-3.079983264428572,4.74612047447619
0.7922477917,1.7245817383457143,-0.15006205155238078,-3.036986836095238,4.764526590761905
0.8021937917,1.8018184870000002,-0.3696603331666665,-3.1956123576666666,4.981040813142857
0.8121397917,1.9871167649285713,-0.5940704556523808,-3.5265583612523805,5.3667293507142855
0.8220857917,2.2431923654047616,-0.8426626851285712,-3.903162485723809,5.778849679285715
0.8320317917,2.5169350565476187,-1.1370853073666667,-4.259369071761904,6.124722283761905
0.8419777917,2.7574376492619046,-1.4491685534619048,-4.57555934297619,6.3813334041904755
0.8519237917,2.985591402819048,-1.7570815653666665,-4.842422534261905,6.6139343152857135
0.8618697917,3.183440471595238,-2.1079882629380955,-5.0905662265952385,6.859887103095239
0.8718157917,3.2934307049761906,-2.4841625056999996,-5.286786811023809,7.073675497809525
0.8817627917,3.3657341159761907,-2.883902419747619,-5.279993655119047,7.2571212745238105
0.8917087917,3.4633159034523815,-3.2991590064142855,-4.891855090309524,7.5876448493333335
0.9016547917,3.6483078429761906,-3.6605867383333335,-4.127007624357143,8.09697698909524
0.9116007917,3.9136017251190474,-3.8794814607142856,-3.206334033214285,8.57890406047619
0.9215467917,4.100852179547619,-4.00643353395238,-2.3090983932619045,8.871600300476192
0.9314927917,4.151153186309524,-4.069034298095238,-1.5307201919285713,8.92906839452381
0.9414387917,4.129002569071429,-4.085378574476191,-0.9362015611666666,8.856536294380952
0.9513847917,4.182552163547619,-4.1050156129047615,-0.7168843635476191,8.799153084047619
0.9613307917,4.372006113357143,-4.186245188428571,-0.9407148041666666,9.096553135571428
0.9712777917,4.539078153738095,-4.30611174495238,-1.1633137306904762,9.379171669047619
0.9812237917,4.578983221761904,-4.406879930809524,-1.2095766225,9.493201620904761
0.9911697917,4.504651926723809,-4.495686634666667,-1.0783675813809523,9.587911903714286
1.001115792,4.367440085247619,-4.526597411190475,-0.7452890860952381,9.655771060857143
1.011061792,4.229829686438095,-4.496958487619048,-0.20919820085714289,9.66591566609524
1.021007792,4.041023580309523,-4.409702381809524,0.49654574838095233,9.595423930142857
1.030953792,3.8439248137,-4.310994504142856,1.2771668302380952,9.514141847761906
1.040899792,3.6565120033142855,-4.241469495047619,1.9691091230476192,9.397778734333334
1.050845792,3.525985025980952,-4.2206028985238095,2.506998194142857,9.209661064809525
1.060792792,3.365597578228571,-4.184088289761904,3.224766190571428,9.138724072238094
1.070738792,3.2352464210857144,-4.063549637566666,3.746314159428571,8.846302302
1.080684792,3.0909669874190477,-3.8902854166952388,4.210396027047619,8.557931337047618
1.090630792,2.8683313278619047,-3.6036220774523815,4.5159200197619045,8.367942733
1.100576792,2.513777192814286,-3.1891643039761908,4.469577257761905,8.080184511857142
1.110522792,1.9608457139571427,-2.743095341095238,4.127868425190476,7.615880321285713
1.120468792,1.2529441978142857,-2.3825439397142856,3.7221894107142854,7.125917931666666
1.130414792,0.5531970972428573,-2.0887152275238092,3.4527690647619047,6.81434187195238
1.140360792,-0.0499249873761904,-1.837804771952381,3.3588855576666665,6.73679139147619
1.150307792,-0.5389090605190476,-1.5921760227619046,3.3574519317619047,6.790434762238096
1.160253792,-1.0198117386619048,-1.3142994059047617,3.639844074857143,6.915641677428572
1.170199792,-1.5476823714714287,-0.947762683190476,4.291237931857143,6.774945859333333
1.180145792,-1.948853850947619,-0.4538632178571427,4.867939261190476,6.7161249305714295
1.190091792,-2.2087121126619045,0.05976853990476204,5.218766353142857,6.856792205761906
1.200037792,-2.4365279876714285,0.500393772857143,5.413957744095238,7.03564096647619
1.209983792,-2.6196453516238094,0.8982719334285717,5.487969349571428,7.174045565
1.219929792,-2.752310767147619,1.277636973904762,5.447035582238096,7.23379415442857
1.229875792,-2.8393708520190475,1.652823621952381,5.335166290428571,7.242620513761905
1.239822792,-2.941177663457143,2.0264561635714284,5.172270547238095,7.207889452190476
1.249768792,-3.058377487642857,2.3838622919523806,5.081338798142857,7.202392687619047
1.259714792,-3.287476325261905,2.728036811714286,5.14684785595238,7.338191453095238
1.269660792,-3.621842760319048,3.0098165842857147,4.931139100428571,7.348946966047619
1.279606792,-3.850807891604762,3.249253549804762,4.807624772357143,7.393161995238096
1.289552792,-3.7611582698428574,3.4772900597428573,4.571066599928572,7.498260181142858
1.299498792,-3.5791903709999997,3.569903523738096,4.238837732928571,7.529834803619048
1.309445292,-3.4792023777285714,3.554649029109524,3.591614068404762,7.743790123761905
1.319391292,-3.410467800871428,3.2924308102285713,2.5502466233571432,8.299811375761905
1.329338292,-3.207932470633333,2.7748476990380953,1.1871346054523808,9.167149674904763
1.339284292,-2.7891707009190476,2.2357684410857144,0.22013842521428575,9.578417117952382
1.349230292,-2.296924243442857,1.7437413377047624,-0.38110113445238103,9.643191524619047
1.359176292,-1.8959219434428571,1.3110883378,-0.6661600534,9.557646798333334
1.369122292,-1.578072326395238,1.0585776107047622,-0.8476347952571428,9.313549557809525
1.379068292,-1.385429106795238,0.8716708333285716,-1.0737729926952382,8.989225499238096
1.389014292,-1.3180500397952382,0.6802812741761907,-1.3616642750380952,8.709759062857142
