Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.346507036,0.36340234396380955,0.8010552042428571,-0.2331482661995239,2.6847082672809526
0.363314033,0.4912034216304762,1.0785650525285715,-0.40416062239000006,2.615817664757143
0.380124235,0.5845597131066667,1.3798666908142858,-0.5594929720090477,2.5717784974714286
0.396929024,0.6489022573019048,1.673098019147619,-0.7002101661995239,2.5362236849000004
0.413735095,0.6922118777495239,1.921074163290476,-0.8223684154376191,2.511055791280952
0.430551238,0.7416542144190476,2.0319395973238095,-0.9238801776757144,2.547836849233333
0.447354308,0.7956658999095239,2.016179130147619,-1.015674532242381,2.560043313852381
0.464164042,0.8579380625714286,1.9106340862123812,-1.0998310851852382,2.5309114247095237
0.480972616,0.9342717897380952,1.7297533807361904,-1.1592263757423809,2.508306807709524
0.497780498,1.0107108070809523,1.5603442873076192,-1.1909963269280954,2.523155270757143
0.514587769,1.0779091516952382,1.4279660269742858,-1.1930532881861904,2.5880450125190477
0.531391349,1.1635730152666666,1.325051534669524,-1.1647351753814288,2.685064630714286
0.548212537,1.2661852609190476,1.1999506722695237,-1.1185580904242858,2.7800803634761904
0.565009991,1.3798782938857141,1.0155900318885716,-1.0687105088576192,2.8567737393333332
0.581809054,1.4951232274238095,0.7828544207457144,-1.0295952303719047,2.9155485214761905
0.598617282,1.5912869317238096,0.5394478070790476,-0.999077237857619,2.9460108105238096
0.615441246,1.6435259183476187,0.3341916856028571,-0.9726870230957142,2.921101388904762
0.632229304,1.6521091007285715,0.2069409688211905,-0.927054663557619,2.8320390755238094
0.649051905,1.6446906952857143,0.15089389258309524,-0.8739548595671429,2.762266943761905
0.665862706,1.6306069464952377,0.10459606986880955,-0.8032143336242857,2.6932239393333335
0.682671077,1.6177991912523813,0.031627496073571446,-0.7280402084495238,2.6021757150476192
0.699475358,1.6134239151571428,-0.08304468789309523,-0.652728756997143,2.5076969335238095
0.716281287,1.5997099876761904,-0.22147294453119049,-0.5677224568066667,2.4171599191904765
0.733097459,1.5733699117714284,-0.36584929055976195,-0.44719761894,2.306199727342857
0.749902992,1.521718729142857,-0.48355300082738095,-0.3024493058447619,2.2148451947238095
0.766710283,1.4413278443809523,-0.5735098066416667,-0.1598730654638095,2.1713797814380955
0.783516558,1.3249647958095239,-0.6302621705035714,-0.03438722517809524,2.1688670166761903
0.800327208,1.1721733865714286,-0.6569972265178572,0.06629602681714288,2.1857958697238096
0.817140156,0.9782232103333334,-0.6597386087530953,0.14386849459809525,2.209659520342857
0.833932107,0.7608663922380953,-0.6109705198407143,0.1957901602647619,2.2205746335333334
0.850754475,0.5270641190952381,-0.5605383146264286,0.2288059166457143,2.2358355762
0.867557108,0.2842608066190476,-0.5142025947264286,0.2451698822604762,2.2518714122952384
0.884366485,0.034009785952380946,-0.4813142503550001,0.24865332387476194,2.2648341145333335
0.90117443,-0.22744609052380954,-0.4496375719264285,0.26102434595095236,2.2736182750095235
0.917985892,-0.5071751276190476,-0.39228491549785716,0.29425054220333335,2.2696282094380953
0.934793041,-0.7980084191904763,-0.3216151509264286,0.3517241477938095,2.2551281914380956
0.951604962,-1.0787657556190475,-0.26216888421214285,0.4130780412985714,2.249942798295238
0.968407076,-1.3222566900000001,-0.2613563991169048,0.4720652656842857,2.2911562307714286
0.985217135,-1.5208000569523807,-0.3814732914304762,0.5210873697461904,2.4042051746761905
1.002023634,-1.674996977795238,-0.6569788114780953,0.5859284457652381,2.569856268152381
1.018840549,-1.8162749949095238,-1.0343647683828572,0.6766506922985714,2.8151234711047617
1.035639774,-1.9826896417619049,-1.39430450254,0.7821577389809524,3.1134230890571426
1.052447138,-2.1794606730952384,-1.691386949430476,0.8935239534809524,3.417749434295238
1.069256953,-2.3427055336142857,-1.9735120364590475,0.9910084675761904,3.721665523438095
1.086052445,-2.438107728947619,-2.2448915527161906,1.0355078421380952,3.9922255040952384
1.102869369,-2.456543752114286,-2.4942526363533335,1.0203251994190476,4.188712402190476
1.119685054,-2.394344590947619,-2.7159682910152383,0.972750934747619,4.3140132147142864
1.136475348,-2.278647275185714,-2.8664256732009523,0.9402801237666667,4.366343473095237
1.153298773,-2.1437757923285714,-2.90067182272,0.9540477408619048,4.359498805190476
1.17010278,-1.9896590028238097,-2.834240595549524,1.013531209404762,4.376297321761905
1.186923785,-1.8119469483,-2.709701810604762,1.0904838938761905,4.424748785238095
1.203723407,-1.608053161919048,-2.558558713866667,1.1500842215714286,4.460301405857143
1.220533426,-1.391082468395238,-2.4093194689571424,1.1851041259238095,4.463529158333333
1.237332671,-1.164124250347619,-2.2797450111380955,1.2095567625619048,4.439196873238095
1.254148345,-0.9352987152523808,-2.1530791691857143,1.2165174554238096,4.39131727147619
