Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.345175498,0.33238029484761905,0.05846728167630473,-1.2869142463538095,2.175258775561905
0.361982699,0.5195243018333334,-0.21080875822845718,-1.477169400087143,2.4358057128476194
0.378790804,0.7069348381047619,-0.49285102313321905,-1.5052150657380952,2.625891503895238
0.395600274,0.8674989882333334,-0.6322839898332191,-1.3424436363857144,2.8311893652285716
0.412412927,0.9418737321190476,-0.6284001412427429,-1.1837748855761905,2.9034702092285714
0.429216892,0.9078488123380952,-0.5583433820665524,-1.1239089609828572,2.878759105790476
0.446012578,0.817927610342857,-0.5032573824617905,-1.1100377936066668,2.9436828221714286
0.462833185,0.7139622370904762,-0.44275850340369527,-1.0510654803019048,3.065939802180952
0.479641321,0.6043745677095238,-0.39837463979607624,-0.951055471244762,3.1979135534666665
0.496451412,0.4975724901857143,-0.3388103984722667,-0.8406409208066667,3.3341186804666667
0.513259995,0.43003055032857146,-0.29868608711988576,-0.7541241090923809,3.4090101778476187
0.530052822,0.42358448399523807,-0.2964377005770286,-0.670533908144762,3.3891038248000003
0.546873746,0.43562571215238094,-0.30995094774845716,-0.5261379096209524,3.3381839591809523
0.563678606,0.4348431088433333,-0.32711318133809525,-0.33911313462095244,3.330232818942857
0.580496691,0.41118471971000004,-0.3650043209238095,-0.13977533995428576,3.379227041657143
0.597286751,0.35590489713092194,-0.46483981323333334,-0.011087787906666698,3.3793582692285713
0.614102028,0.27652104702616,-0.6341011495666667,0.09710522358238093,3.3074900723714284
0.630922922,0.18085016530711237,-0.8075743374238096,0.19542482220619045,3.2244516731333333
0.647724079,0.05919401992615999,-0.8943568553238095,0.2499514350585714,3.2098873024190473
0.664524231,-0.08890079312145904,-0.8742139084190474,0.25077166309190474,3.166772034323809
0.681335714,-0.24842339464526855,-0.7701934718,0.3367511871823809,3.0367090475142855
0.698148977,-0.4197988509786019,-0.6027807451619048,0.5312528114252381,2.793752980133333
0.714955812,-0.6350145793595543,-0.408514962347619,0.6993813501109524,2.532553197704762
0.73176943,-0.888175601026221,-0.2222109267190476,0.6978598705966667,2.3230591199428567
0.748574148,-1.1401822225976497,-0.09754354051428571,0.5440378487538096,2.1211130494190478
0.76538666,-1.3118432816928876,-0.04674846933333334,0.4218138215395238,2.0394719794190475
0.782190168,-1.3519827070405068,-0.030961526333333347,0.38112852689857146,2.0830994103333333
0.798997866,-1.298685505230983,-0.0002902363333333443,0.36140146995095235,2.0740943784285713
0.815807773,-1.1869025003071734,0.02408573595238095,0.2549604716652381,2.020074221809524
0.832616887,-1.02509993597384,0.05492846591428572,0.12253957985571429,1.9181226039047619
